Fondsposition per,"17.Sept.2026"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"6757","TIGERAIR TAIWAN LTD","Industrie","Aktien","865.923,31","0,00","865.923,31","517.000,00","1,67","Taiwan","Taiwan Stock Exchange","TWD"
"6127","JOINN LABORATORIES (CHINA) CLASS H","Gesundheitsversorgung","Aktien","858.542,76","0,00","858.542,76","292.100,00","2,94","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1448","FU SHOU YUAN INTERNATIONAL GROUP L","Zyklische Konsumgüter ","Aktien","859.637,92","0,00","859.637,92","3.382.000,00","0,25","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2858","YIXIN GROUP LTD","Finanzwesen","Aktien","859.729,91","0,00","859.729,91","6.245.500,00","0,14","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"HAPPYFORGE","HAPPY FORGINGS LTD","Industrie","Aktien","861.122,40","0,00","861.122,40","38.547,00","22,34","Indien","National Stock Exchange Of India","INR"
"DOAS.E","DOGUS OTOMOTIV SERVIS VE TICARET A","Zyklische Konsumgüter ","Aktien","853.511,37","0,00","853.511,37","264.783,00","3,22","Türkei","Istanbul Stock Exchange","TRY"
"012630","HDC HOLDINGS LTD","Industrie","Aktien","850.310,39","0,00","850.310,39","43.593,00","19,51","Korea","Korea Exchange (Stock Market)","KRW"
"LTG","LT GROUP","Industrie","Aktien","852.133,58","0,00","852.133,58","3.545.000,00","0,24","Philippinen","Philippine Stock Exchange Inc.","PHP"
"CERA","CERA SANITARYWARE LTD","Industrie","Aktien","852.810,97","0,00","852.810,97","14.631,00","58,29","Indien","National Stock Exchange Of India","INR"
"301269","EMPYREAN TECHNOLOGY LTD A","IT","Aktien","847.404,62","0,00","847.404,62","66.400,00","12,76","China","Shenzhen Stock Exchange","CNY"
"SGP","SYNERGY GRID AND DEVELOPMENT PHILS","Versorger","Aktien","848.027,66","0,00","848.027,66","2.298.100,00","0,37","Philippinen","Philippine Stock Exchange Inc.","PHP"
"INDIACEM","INDIA CEMENTS LTD","Materialien","Aktien","841.077,60","0,00","841.077,60","229.431,00","3,67","Indien","National Stock Exchange Of India","INR"
"1405","DPC DASH LTD","Zyklische Konsumgüter ","Aktien","841.498,16","0,00","841.498,16","223.800,00","3,76","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"EMMVEE","EMMVEE PHOTOVOLTAIC POWER LTD","IT","Aktien","842.352,44","0,00","842.352,44","248.274,00","3,39","Indien","National Stock Exchange Of India","INR"
"600839","SICHUAN CHANGHONG ELECTRIC LTD A","Zyklische Konsumgüter ","Aktien","837.105,44","0,00","837.105,44","845.300,00","0,99","China","Shanghai Stock Exchange","CNY"
"JKPAPER","JK PAPER LTD","Materialien","Aktien","837.520,55","0,00","837.520,55","192.201,00","4,36","Indien","National Stock Exchange Of India","INR"
"6491","PEGAVISION CORPORATION","Gesundheitsversorgung","Aktien","832.965,64","0,00","832.965,64","66.227,00","12,58","Taiwan","Taiwan Stock Exchange","TWD"
"688188","SHANGHAI FRIENDESS ELECTRONICS TEC","IT","Aktien","834.594,64","0,00","834.594,64","59.054,00","14,13","China","Shanghai Stock Exchange","CNY"
"EUR","EUR CASH","Cash und/oder Derivate","Geldmarkt","827.517,11","0,00","827.517,11","720.457,00","114,86","Europäische Union","-","EUR"
"BIRLACORPN","BIRLA LTD","Materialien","Aktien","825.722,16","0,00","825.722,16","97.661,00","8,45","Indien","National Stock Exchange Of India","INR"
"1231","LIAN HWA FOODS","Nichtzyklische Konsumgüter","Aktien","828.725,01","0,00","828.725,01","332.350,00","2,49","Taiwan","Taiwan Stock Exchange","TWD"
"688122","WESTERN SUPERCONDUCTING TECHNOLOGI","Materialien","Aktien","828.955,06","0,00","828.955,06","112.422,00","7,37","China","Shanghai Stock Exchange","CNY"
"THYROCARE","THYROCARE TECHNOLOGIES","Gesundheitsversorgung","Aktien","829.680,71","0,00","829.680,71","142.329,00","5,83","Indien","National Stock Exchange Of India","INR"
"IAM","INVERSIONES AGUAS METROPOLITANAS S","Versorger","Aktien","816.431,43","0,00","816.431,43","818.294,00","1,00","Chile","Santiago Stock Exchange","CLP"
"BIKAJI","BIKAJI FOODS INTERNATIONAL LTD","Nichtzyklische Konsumgüter","Aktien","817.849,99","0,00","817.849,99","141.975,00","5,76","Indien","National Stock Exchange Of India","INR"
"6110","TOPSPORTS INTERNATIONAL HOLDINGS","Zyklische Konsumgüter ","Aktien","818.306,32","0,00","818.306,32","6.653.000,00","0,12","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"6146","SPORTON INTERNATIONAL INC","Industrie","Aktien","820.654,34","0,00","820.654,34","148.662,00","5,52","Taiwan","Gretai Securities Market","TWD"
"2320","AL BABTAIN POWER AND TELECOMMUNICA","Industrie","Aktien","813.420,47","0,00","813.420,47","52.683,00","15,44","Saudi-Arabien","Saudi Stock Exchange","SAR"
"TTKPRESTIG","TTK PRESTIGE LTD","Zyklische Konsumgüter ","Aktien","814.758,30","0,00","814.758,30","143.793,00","5,67","Indien","National Stock Exchange Of India","INR"
"CBAV3","COMPANHIA BRASILEIRA DE ALUMINIO","Materialien","Aktien","809.267,62","0,00","809.267,62","372.628,00","2,17","Brasilien","XBSP","BRL"
"AVL","ADITYA VISION LTD","Zyklische Konsumgüter ","Aktien","809.972,54","0,00","809.972,54","122.711,00","6,60","Indien","National Stock Exchange Of India","INR"
"SIMH3","SIMPAR","Industrie","Aktien","811.242,73","0,00","811.242,73","564.591,00","1,44","Brasilien","XBSP","BRL"
"NUHCM.E","NUH CIMENTO SANAYI A","Materialien","Aktien","802.354,69","0,00","802.354,69","186.062,00","4,31","Türkei","Istanbul Stock Exchange","TRY"
"GENUSPOWER","GENUS POWER INFRASTRUCTURES LTD","IT","Aktien","803.832,93","0,00","803.832,93","254.388,00","3,16","Indien","National Stock Exchange Of India","INR"
"ETHOSLTD","ETHOS LTD","Zyklische Konsumgüter ","Aktien","804.660,53","0,00","804.660,53","29.120,00","27,63","Indien","National Stock Exchange Of India","INR"
"AFFIN","AFFIN BANK","Finanzwesen","Aktien","799.376,76","0,00","799.376,76","1.614.111,00","0,50","Malaysia","Bursa Malaysia","MYR"
"5534","CHONG HONG CONSTRUCTION LTD","Immobilien","Aktien","799.928,64","0,00","799.928,64","342.792,00","2,33","Taiwan","Taiwan Stock Exchange","TWD"
"INTB3","INTELBRAS TELECOMUNICACOES SA","IT","Aktien","793.030,15","0,00","793.030,15","277.644,00","2,86","Brasilien","XBSP","BRL"
"MEG","MEGAWORLD CORP","Immobilien","Aktien","797.109,43","0,00","797.109,43","22.730.300,00","0,04","Philippinen","Philippine Stock Exchange Inc.","PHP"
"SAREGAMA","SAREGAMA INDIA","Kommunikation","Aktien","789.047,10","0,00","789.047,10","154.725,00","5,10","Indien","National Stock Exchange Of India","INR"
"ORVR3","ORIZON VALORIZACAO DE RESIDUOS SA","Industrie","Aktien","790.904,72","0,00","790.904,72","241.060,00","3,28","Brasilien","XBSP","BRL"
"AKSEN.E","AKSA ENERJI URETIM A","Versorger","Aktien","783.864,97","0,00","783.864,97","556.999,00","1,41","Türkei","Istanbul Stock Exchange","TRY"
"HCI","HOSKEN CONSOLIDATED LTD","Industrie","Aktien","786.627,30","0,00","786.627,30","80.980,00","9,71","Südafrika","Johannesburg Stock Exchange","ZAR"
"3617","CYBERPOWER SYSTEMS INC","Industrie","Aktien","786.654,12","0,00","786.654,12","103.000,00","7,64","Taiwan","Taiwan Stock Exchange","TWD"
"6017","JAHEZ INTERNATIONAL","Zyklische Konsumgüter ","Aktien","786.954,08","0,00","786.954,08","248.211,00","3,17","Saudi-Arabien","Saudi Stock Exchange","SAR"
"811","XINHUA WINSHARE PUBLISHING AND MED","Kommunikation","Aktien","787.187,80","0,00","787.187,80","772.000,00","1,02","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"DYNAMATECH","DYNAMATIC TECHNOLOGIES LTD","Zyklische Konsumgüter ","Aktien","787.707,48","0,00","787.707,48","6.394,00","123,19","Indien","National Stock Exchange Of India","INR"
"SHAKTIPUMP","SHAKTI PUMPS INDIA LTD","Industrie","Aktien","779.775,08","0,00","779.775,08","161.193,00","4,84","Indien","National Stock Exchange Of India","INR"
"LU","LUFAX HLDG AMERICAN DEPOSITARY SHA","Finanzwesen","Aktien","781.857,38","0,00","781.857,38","662.591,00","1,18","China","New York Stock Exchange Inc.","USD"
"ASAHIINDIA","ASAHI INDIA GLASS LTD","Zyklische Konsumgüter ","Aktien","774.998,25","0,00","774.998,25","78.207,00","9,91","Indien","National Stock Exchange Of India","INR"
"2211","EVERGREEN STEEL CORP","Materialien","Aktien","775.143,10","0,00","775.143,10","307.000,00","2,52","Taiwan","Taiwan Stock Exchange","TWD"
"330590","LOTTE REIT LTD","Immobilien","Aktien","775.195,20","0,00","775.195,20","268.770,00","2,88","Korea","Korea Exchange (Stock Market)","KRW"
"300782","MAXSCEND MICROELECTRONICS LTD A","IT","Aktien","775.209,19","0,00","775.209,19","72.544,00","10,69","China","Shenzhen Stock Exchange","CNY"
"688099","AMLOGIC (SHANGHAI) LTD A","IT","Aktien","775.544,80","0,00","775.544,80","60.876,00","12,74","China","Shanghai Stock Exchange","CNY"
"ASHAPURMIN","ASHAPURA MINECHEM LTD","Materialien","Aktien","776.285,35","0,00","776.285,35","143.885,00","5,40","Indien","National Stock Exchange Of India","INR"
"CNVRG","CONVERGE INFORMATION & COMMUNICATI","Kommunikation","Aktien","776.905,65","0,00","776.905,65","5.379.600,00","0,14","Philippinen","Philippine Stock Exchange Inc.","PHP"
"300251","BEIJING ENLIGHT MEDIA LTD A","Kommunikation","Aktien","777.850,11","0,00","777.850,11","476.300,00","1,63","China","Shenzhen Stock Exchange","CNY"
"SANDUMA","SANDUR MANGANESE AND IRON ORES LTD","Materialien","Aktien","778.293,65","0,00","778.293,65","409.070,00","1,90","Indien","National Stock Exchange Of India","INR"
"9985","WEILONG DELICIOUS GLOBAL HOLDINGS","Nichtzyklische Konsumgüter","Aktien","779.126,27","0,00","779.126,27","880.800,00","0,88","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"579","BEIJING JINGNENG CLEAN ENERGY LTD","Versorger","Aktien","773.983,04","0,00","773.983,04","3.760.000,00","0,21","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"NINV","NATIONAL INVESTMENTS","Finanzwesen","Aktien","766.105,69","0,00","766.105,69","806.372,00","0,95","Kuwait","Kuwait Stock Exchange","KWD"
"000596","ANHUI GUJING DISTILLERY LTD A","Nichtzyklische Konsumgüter","Aktien","768.336,32","0,00","768.336,32","55.694,00","13,80","China","Shenzhen Stock Exchange","CNY"
"JYOTHYLAB","JYOTHY LABS LTD","Nichtzyklische Konsumgüter","Aktien","769.197,53","0,00","769.197,53","380.700,00","2,02","Indien","National Stock Exchange Of India","INR"
"GASMSIA","GAS MALAYSIA SDN","Versorger","Aktien","761.216,88","0,00","761.216,88","622.800,00","1,22","Malaysia","Bursa Malaysia","MYR"
"HAPPSTMNDS","HAPPIEST MINDS TECHNOLOGIES PVT","IT","Aktien","762.173,75","0,00","762.173,75","222.998,00","3,42","Indien","National Stock Exchange Of India","INR"
"DODLA","DODLA DAIRY","Nichtzyklische Konsumgüter","Aktien","764.639,41","0,00","764.639,41","69.891,00","10,94","Indien","National Stock Exchange Of India","INR"
"4161","BINDAWOOD HOLDING","Nichtzyklische Konsumgüter","Aktien","756.726,63","0,00","756.726,63","617.966,00","1,22","Saudi-Arabien","Saudi Stock Exchange","SAR"
"HNDFDS","HINDUSTAN FOODS LTD","Nichtzyklische Konsumgüter","Aktien","747.155,20","0,00","747.155,20","115.548,00","6,47","Indien","National Stock Exchange Of India","INR"
"THELEELA","LEELA PALACES HOTELS & RESORTS","Zyklische Konsumgüter ","Aktien","747.510,62","0,00","747.510,62","135.310,00","5,52","Indien","National Stock Exchange Of India","INR"
"MANORAMA","MANORAMA INDUSTRIES LTD","Nichtzyklische Konsumgüter","Aktien","743.300,61","0,00","743.300,61","36.775,00","20,21","Indien","National Stock Exchange Of India","INR"
"RHIM","RHI MAGNESITA INDIA LTD","Materialien","Aktien","738.170,98","0,00","738.170,98","193.519,00","3,81","Indien","National Stock Exchange Of India","INR"
"934","SINOPEC KANTONS HOLDINGS LTD","Energie","Aktien","740.708,55","0,00","740.708,55","1.558.000,00","0,48","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"020560","ASIANA AIRLINES","Industrie","Aktien","735.245,77","0,00","735.245,77","129.573,00","5,67","Korea","Korea Exchange (Stock Market)","KRW"
"VAMO3","VAMOS LOCACAO DE CAMINHOES MAQUINA","Industrie","Aktien","736.620,64","0,00","736.620,64","1.133.967,00","0,65","Brasilien","XBSP","BRL"
"4163","AL DAWAA MEDICAL SERVICES","Nichtzyklische Konsumgüter","Aktien","729.319,99","0,00","729.319,99","73.529,00","9,92","Saudi-Arabien","Saudi Stock Exchange","SAR"
"ICIL","INDO COUNT INDUSTRIES LTD","Zyklische Konsumgüter ","Aktien","729.610,88","0,00","729.610,88","160.728,00","4,54","Indien","National Stock Exchange Of India","INR"
"839","CHINA EDUCATION GROUP HOLDINGS","Zyklische Konsumgüter ","Aktien","730.664,76","0,00","730.664,76","3.124.000,00","0,23","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"KRBL","KRBL LTD","Nichtzyklische Konsumgüter","Aktien","720.603,75","0,00","720.603,75","174.843,00","4,12","Indien","National Stock Exchange Of India","INR"
"JLHL","JUPITER LIFE LINE HOSPITALS LTD","Gesundheitsversorgung","Aktien","723.187,90","0,00","723.187,90","249.796,00","2,90","Indien","National Stock Exchange Of India","INR"
"900908","SHANGHAI CHLOR ALKALI CHEMICAL CLA","Materialien","Aktien","714.509,78","0,00","714.509,78","1.184.925,00","0,60","China","Shanghai Stock Exchange","USD"
"4071","ARABIAN CONTRACTING SERVICES","Kommunikation","Aktien","715.582,14","0,00","715.582,14","49.918,00","14,34","Saudi-Arabien","Saudi Stock Exchange","SAR"
"SCC","SEMIRARA MINING AND POWER CORP","Energie","Aktien","717.466,25","0,00","717.466,25","2.244.900,00","0,32","Philippinen","Philippine Stock Exchange Inc.","PHP"
"HEXTAR","HEXTAR GLOBAL","Materialien","Aktien","710.253,27","0,00","710.253,27","3.732.472,00","0,19","Malaysia","Bursa Malaysia","MYR"
"GSFC","GUJARAT STATE FERTILIZERS AND CHEM","Materialien","Aktien","712.389,49","0,00","712.389,49","448.840,00","1,59","Indien","National Stock Exchange Of India","INR"
"601555","SOOCHOW SECURITIES CO LTD A","Finanzwesen","Aktien","714.018,79","0,00","714.018,79","578.200,00","1,23","China","Shanghai Stock Exchange","CNY"
"819","TIANNENG POWER INTERNATIONAL","Zyklische Konsumgüter ","Aktien","705.956,80","0,00","705.956,80","1.422.000,00","0,50","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"001800","ORION HOLDINGS","Nichtzyklische Konsumgüter","Aktien","707.745,30","0,00","707.745,30","40.241,00","17,59","Korea","Korea Exchange (Stock Market)","KRW"
"ULKER.E","ULKER BISKUVI SANAYI A","Nichtzyklische Konsumgüter","Aktien","708.218,24","0,00","708.218,24","384.736,00","1,84","Türkei","Istanbul Stock Exchange","TRY"
"GENIL.E","GEN ILAC VE SAGLIK URUNLERI SANAYI","Gesundheitsversorgung","Aktien","701.141,78","0,00","701.141,78","3.791.989,00","0,18","Türkei","Istanbul Stock Exchange","TRY"
"TTRAK.E","TURK TRAKTOR VE ZIRAAT MAKINELERI","Industrie","Aktien","691.407,35","0,00","691.407,35","80.320,00","8,61","Türkei","Istanbul Stock Exchange","TRY"
"1736","JOHNSON HEALTH TECH LTD","Zyklische Konsumgüter ","Aktien","691.884,26","0,00","691.884,26","171.000,00","4,05","Taiwan","Taiwan Stock Exchange","TWD"
"MALAKOF","MALAKOFF CORPORATION CORP","Versorger","Aktien","691.910,47","0,00","691.910,47","3.683.300,00","0,19","Malaysia","Bursa Malaysia","MYR"
"9911","TAIWAN SAKURA CORP","Zyklische Konsumgüter ","Aktien","692.746,80","0,00","692.746,80","271.000,00","2,56","Taiwan","Taiwan Stock Exchange","TWD"
"001430","SEAH BESTEEL HDS CORP","Materialien","Aktien","693.304,53","0,00","693.304,53","21.076,00","32,90","Korea","Korea Exchange (Stock Market)","KRW"
"600061","SDIC CAPITAL LTD A","Finanzwesen","Aktien","687.039,22","0,00","687.039,22","744.200,00","0,92","China","Shanghai Stock Exchange","CNY"
"2540","JSL CONSTRUCTION & DEVELOPMENT CO","Immobilien","Aktien","687.750,74","0,00","687.750,74","440.748,00","1,56","Taiwan","Taiwan Stock Exchange","TWD"
"SWANCORP","SWAN CORP LTD","Zyklische Konsumgüter ","Aktien","684.449,07","0,00","684.449,07","226.585,00","3,02","Indien","National Stock Exchange Of India","INR"
"BBTC","THE BOMBAY BURMAH TRADING CORPORAT","Nichtzyklische Konsumgüter","Aktien","685.306,69","0,00","685.306,69","46.982,00","14,59","Indien","National Stock Exchange Of India","INR"
"CYD","CHINA YUCHAI INTERNATIONAL LTD","Industrie","Aktien","668.825,00","0,00","668.825,00","19.375,00","34,52","China","New York Stock Exchange Inc.","USD"
"MIDHANI","MISHRA DHATU NIGAM LTD","Materialien","Aktien","670.040,96","0,00","670.040,96","157.612,00","4,25","Indien","National Stock Exchange Of India","INR"
"BTCIM.E","BATICIM BATI ANADOLU SANAYI VE TIC","Materialien","Aktien","672.087,90","0,00","672.087,90","10.518.878,00","0,06","Türkei","Istanbul Stock Exchange","TRY"
"ABDL","ALLIED BLENDERS AND DISTILLERS LTD","Nichtzyklische Konsumgüter","Aktien","666.092,22","0,00","666.092,22","97.846,00","6,81","Indien","National Stock Exchange Of India","INR"
"GALAXYSURF","GALAXY SURFACTANTS LTD","Materialien","Aktien","666.295,81","0,00","666.295,81","28.322,00","23,53","Indien","National Stock Exchange Of India","INR"
"1375","CENTRAL CHINA SECURITIES LTD H","Finanzwesen","Aktien","667.758,57","0,00","667.758,57","3.224.000,00","0,21","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"KWD","KWD CASH","Cash und/oder Derivate","Geldmarkt","659.082,91","0,00","659.082,91","203.261,00","324,25","Kuwait","-","KWD"
"JPG","JOHOR PLANTATIONS GROUP","Nichtzyklische Konsumgüter","Aktien","659.436,94","0,00","659.436,94","1.415.200,00","0,47","Malaysia","Bursa Malaysia","MYR"
"DQ","DAQO NEW ENERGY ADR REPRESENTING","IT","Aktien","659.561,98","0,00","659.561,98","55.286,00","11,93","China","New York Stock Exchange Inc.","USD"
"1789","AK MEDICAL HOLDINGS LTD","Gesundheitsversorgung","Aktien","660.990,52","0,00","660.990,52","1.071.467,00","0,62","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"TTML","TATA TELESERVICES MAHARASHTRA LTD","Kommunikation","Aktien","662.266,73","0,00","662.266,73","1.734.067,00","0,38","Indien","National Stock Exchange Of India","INR"
"3868","XINYI ENERGY HOLDINGS LTD","Versorger","Aktien","655.509,74","0,00","655.509,74","6.636.000,00","0,10","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"CMRY","CISARUA MOUNTAIN DAIRY","Nichtzyklische Konsumgüter","Aktien","658.027,34","0,00","658.027,34","2.611.500,00","0,25","Indonesien","Indonesia Stock Exchange","IDR"
"ODINE.E","ODINE SOLUTIONS TEKNOLOJI TICARET","IT","Aktien","658.137,89","0,00","658.137,89","62.385,00","10,55","Türkei","Istanbul Stock Exchange","TRY"
"2013","WEIMOB INC","IT","Aktien","650.653,55","0,00","650.653,55","6.381.000,00","0,10","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"WIFI","SOLUSI SINERGI DIGITAL","Kommunikation","Aktien","653.902,48","0,00","653.902,48","5.979.500,00","0,11","Indonesien","Indonesia Stock Exchange","IDR"
"525","GUANGSHEN RAILWAY LTD H","Industrie","Aktien","646.615,64","0,00","646.615,64","2.168.000,00","0,30","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"SAM","SAM ENGINEERING & EQUIPMENT M","Industrie","Aktien","646.887,53","0,00","646.887,53","649.900,00","1,00","Malaysia","Bursa Malaysia","MYR"
"BORORENEW","BOROSIL RENEWABLES LTD","IT","Aktien","641.494,99","0,00","641.494,99","136.961,00","4,68","Indien","National Stock Exchange Of India","INR"
"855","CHINA WATER AFFAIRS GROUP LTD","Versorger","Aktien","643.613,98","0,00","643.613,98","1.198.000,00","0,54","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"0126Z0","SAMSUNG EPIS HOLDINGS LTD","Gesundheitsversorgung","Aktien","643.990,88","0,00","643.990,88","2.676,00","240,65","Korea","Korea Exchange (Stock Market)","KRW"
"CAD","CAD CASH","Cash und/oder Derivate","Geldmarkt","636.255,70","0,00","636.255,70","889.899,00","71,50","Kanada","-","CAD"
"ASKAUTOLTD","ASK AUTOMOTIVE LTD","Zyklische Konsumgüter ","Aktien","637.662,95","0,00","637.662,95","98.846,00","6,45","Indien","National Stock Exchange Of India","INR"
"PCJEWELLER","PC JEWELLER LTD","Zyklische Konsumgüter ","Aktien","637.673,87","0,00","637.673,87","4.953.590,00","0,13","Indien","National Stock Exchange Of India","INR"
"HEKTS.E","HEKTAS TICARET A","Materialien","Aktien","633.198,39","0,00","633.198,39","12.683.446,00","0,05","Türkei","Istanbul Stock Exchange","TRY"
"6890","LAI YIH FOOTWEAR LTD","Zyklische Konsumgüter ","Aktien","629.185,29","0,00","629.185,29","136.000,00","4,63","Taiwan","Taiwan Stock Exchange","TWD"
"INDIASHLTR","INDIA SHELTER FINANCE LTD","Finanzwesen","Aktien","629.986,25","0,00","629.986,25","90.181,00","6,99","Indien","National Stock Exchange Of India","INR"
"INOXGREEN","INOX GREEN ENERGY SERVICES LTD","Industrie","Aktien","630.487,94","0,00","630.487,94","346.355,00","1,82","Indien","National Stock Exchange Of India","INR"
"ALEFEDT","ALEF EDUCATION HOLDING PLC","Zyklische Konsumgüter ","Aktien","620.280,62","0,00","620.280,62","2.339.012,00","0,27","Ver. Arabische Emirate","Abu Dhabi Securities Exchange","AED"
"RELAXO","RELAXO FOOTWEARS LTD","Zyklische Konsumgüter ","Aktien","613.807,29","0,00","613.807,29","187.718,00","3,27","Indien","National Stock Exchange Of India","INR"
"TEGA","TEGA INDUSTRIES LTD","Industrie","Aktien","614.319,95","0,00","614.319,95","30.696,00","20,01","Indien","National Stock Exchange Of India","INR"
"7489","VOYAH AUTOMOTIVE TECHNOLOGY LTD CL","Zyklische Konsumgüter ","Aktien","615.707,96","0,00","615.707,96","2.562.668,00","0,24","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BRKM5","BRASKEM PREF CLASS A","Materialien","Aktien","612.482,55","0,00","612.482,55","698.806,00","0,88","Brasilien","XBSP","BRL"
"2145","SHANGHAI CHICMAX COSMETIC CLS H H","Nichtzyklische Konsumgüter","Aktien","607.865,51","0,00","607.865,51","227.100,00","2,68","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"6412","CHICONY POWER TECHNOLOGY LTD","Industrie","Aktien","598.823,81","0,00","598.823,81","258.000,00","2,32","Taiwan","Taiwan Stock Exchange","TWD"
"3515","ASROCK","IT","Aktien","595.624,56","0,00","595.624,56","90.000,00","6,62","Taiwan","Taiwan Stock Exchange","TWD"
"2190","ZYLOX-TONBRIDGE MEDICAL TECH H","Gesundheitsversorgung","Aktien","597.181,88","0,00","597.181,88","227.000,00","2,63","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"005440","HYUNDAI G F HOLDINGS LTD","Industrie","Aktien","597.531,66","0,00","597.531,66","63.166,00","9,46","Korea","Korea Exchange (Stock Market)","KRW"
"NESCO","NESCO LTD","Immobilien","Aktien","592.360,45","0,00","592.360,45","52.547,00","11,27","Indien","National Stock Exchange Of India","INR"
"ABFRL","ADITYA BIRLA FASHION AND RETAIL","Zyklische Konsumgüter ","Aktien","593.403,48","0,00","593.403,48","1.128.437,00","0,53","Indien","National Stock Exchange Of India","INR"
"060370","LS MARINE SOLUTION LTD","Industrie","Aktien","586.276,08","0,00","586.276,08","25.353,00","23,12","Korea","Korea Exchange (Kosdaq)","KRW"
"PLUS","DIGIPLUS INTERACTIVE CORP","Zyklische Konsumgüter ","Aktien","581.385,26","0,00","581.385,26","4.025.740,00","0,14","Philippinen","Philippine Stock Exchange Inc.","PHP"
"2595","GENFLEET THERAPEUTICS (SHANGHAI) I","Gesundheitsversorgung","Aktien","582.488,39","0,00","582.488,39","182.800,00","3,19","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"RAJA","RUKUN RAHARJA","Energie","Aktien","582.702,37","0,00","582.702,37","13.601.500,00","0,04","Indonesien","Indonesia Stock Exchange","IDR"
"KOVAI","KOVAI MEDICAL CENTER AND HOSPITAL","Gesundheitsversorgung","Aktien","576.877,24","0,00","576.877,24","9.055,00","63,71","Indien","National Stock Exchange Of India","INR"
"SUPRAJIT","SUPRAJIT ENGINEERING LTD","Zyklische Konsumgüter ","Aktien","577.581,99","0,00","577.581,99","114.310,00","5,05","Indien","National Stock Exchange Of India","INR"
"688375","GUOBO ELECTRONICS LTD A","IT","Aktien","575.069,35","0,00","575.069,35","55.400,00","10,38","China","Shanghai Stock Exchange","CNY"
"EPL","EPL","Materialien","Aktien","567.711,79","0,00","567.711,79","235.371,00","2,41","Indien","National Stock Exchange Of India","INR"
"-","GSPL TRANSMISSION LIMITED","Versorger","Aktien","568.825,02","0,00","568.825,02","363.811,00","1,56","Indien","National Stock Exchange Of India","INR"
"EMTK","ELANG MAHKOTA TEKNOLOGI","Kommunikation","Aktien","569.974,08","0,00","569.974,08","20.468.300,00","0,03","Indonesien","Indonesia Stock Exchange","IDR"
"OTKAR.E","OTOKAR OTOMOTIV SAVUNMA SANAYI","Industrie","Aktien","563.553,60","0,00","563.553,60","89.497,00","6,30","Türkei","Istanbul Stock Exchange","TRY"
"BIMB","BANK ISLAM MALAYSIA","Finanzwesen","Aktien","565.151,50","0,00","565.151,50","1.108.400,00","0,51","Malaysia","Bursa Malaysia","MYR"
"SAR","SAR CASH(COMMITTED)","Cash und/oder Derivate","Geldmarkt","552.057,93","0,00","552.057,93","2.073.806,00","26,62","Saudi-Arabien","-","SAR"
"200581","WEIFU HIGH-TECHNOLOGY LTD B","Zyklische Konsumgüter ","Aktien","550.132,23","0,00","550.132,23","326.486,00","1,69","China","Shenzhen Stock Exchange","HKD"
"CCAVENUE","AVENUESAI LTD","Finanzwesen","Aktien","550.445,89","0,00","550.445,89","3.235.809,00","0,17","Indien","National Stock Exchange Of India","INR"
"601108","CAITONG SECURITIES LTD A","Finanzwesen","Aktien","552.542,58","0,00","552.542,58","442.100,00","1,25","China","Shanghai Stock Exchange","CNY"
"688617","APT MEDICAL INC A","Gesundheitsversorgung","Aktien","543.462,04","0,00","543.462,04","14.950,00","36,35","China","Shanghai Stock Exchange","CNY"
"6803","ECOVE ENVIRONMENT CORP","Industrie","Aktien","545.361,88","0,00","545.361,88","65.000,00","8,39","Taiwan","Gretai Securities Market","TWD"
"1672","ASCLETIS PHARMA","Gesundheitsversorgung","Aktien","546.069,48","0,00","546.069,48","526.000,00","1,04","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2543","HWANG CHANG GENERAL CONTRACTOR LTD","Industrie","Aktien","546.519,88","0,00","546.519,88","446.780,00","1,22","Taiwan","Taiwan Stock Exchange","TWD"
"JSWCEMENT","JSW CEMENT LTD","Materialien","Aktien","537.692,32","0,00","537.692,32","442.257,00","1,22","Indien","National Stock Exchange Of India","INR"
"2707","FORMOSA INTERNATIONAL HOTELS CORP","Zyklische Konsumgüter ","Aktien","538.508,59","0,00","538.508,59","97.000,00","5,55","Taiwan","Taiwan Stock Exchange","TWD"
