Fondsposition per,"17.Sept.2026"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"KPITTECH","KPIT TECHNOLOGIES LTD","IT","Aktien","3.468.939,65","0,01","3.468.939,65","595.032,00","5,83","Indien","National Stock Exchange Of India","INR"
"601628","CHINA LIFE INSURANCE LTD A","Finanzwesen","Aktien","3.460.679,02","0,01","3.460.679,02","624.599,00","5,54","China","Shanghai Stock Exchange","CNY"
"300857","SHARETRONIC DATA TECHNOLOGY LTD A","IT","Aktien","3.456.206,41","0,01","3.456.206,41","86.800,00","39,82","China","Shenzhen Stock Exchange","CNY"
"2006","TUNG HO STEEL ENTERPRISE","Materialien","Aktien","3.456.344,39","0,01","3.456.344,39","1.335.720,00","2,59","Taiwan","Taiwan Stock Exchange","TWD"
"ACMESOLAR","ACME SOLAR HOLDINGS LTD","Versorger","Aktien","3.448.030,52","0,01","3.448.030,52","804.268,00","4,29","Indien","National Stock Exchange Of India","INR"
"001120","LX INTERNATIONAL CORP","Industrie","Aktien","3.449.101,29","0,01","3.449.101,29","114.006,00","30,25","Korea","Korea Exchange (Stock Market)","KRW"
"FORCEMOT","FORCE MOTORS LTD","Industrie","Aktien","3.450.431,27","0,01","3.450.431,27","18.755,00","183,97","Indien","National Stock Exchange Of India","INR"
"035250","KANGWON LAND INC","Zyklische Konsumgüter ","Aktien","3.442.697,05","0,01","3.442.697,05","325.349,00","10,58","Korea","Korea Exchange (Stock Market)","KRW"
"ATUL","ATUL LTD","Materialien","Aktien","3.443.071,19","0,01","3.443.071,19","53.855,00","63,93","Indien","National Stock Exchange Of India","INR"
"1810","SEERA GROUP HOLDING","Zyklische Konsumgüter ","Aktien","3.447.005,87","0,01","3.447.005,87","635.362,00","5,43","Saudi-Arabien","Saudi Stock Exchange","SAR"
"2386","SINOPEC ENGINEERING GROUP LTD H H","Industrie","Aktien","3.435.809,97","0,01","3.435.809,97","4.923.500,00","0,70","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3030","TEST RESEARCH INC","IT","Aktien","3.428.087,51","0,01","3.428.087,51","414.000,00","8,28","Taiwan","Taiwan Stock Exchange","TWD"
"008930","HANMI SCIENCE","Gesundheitsversorgung","Aktien","3.421.626,46","0,01","3.421.626,46","92.878,00","36,84","Korea","Korea Exchange (Stock Market)","KRW"
"MEGACPO","MEGACABLE HOLDINGS CPO","Kommunikation","Aktien","3.423.491,87","0,01","3.423.491,87","1.133.373,00","3,02","Mexiko","Bolsa Mexicana De Valores","MXN"
"475150","SK ETERNIX LTD","Versorger","Aktien","3.417.483,41","0,01","3.417.483,41","96.461,00","35,43","Korea","Korea Exchange (Stock Market)","KRW"
"3376","SHIN ZU SHING","Industrie","Aktien","3.406.838,53","0,01","3.406.838,53","618.909,00","5,50","Taiwan","Taiwan Stock Exchange","TWD"
"ETEL","TELECOM EGYPT","Kommunikation","Aktien","3.396.610,08","0,01","3.396.610,08","1.330.041,00","2,55","Ägypten","Egyptian Exchange","EGP"
"2083","POWER AND WATER UTILITY COMPANY FO","Versorger","Aktien","3.397.031,00","0,01","3.397.031,00","292.414,00","11,62","Saudi-Arabien","Saudi Stock Exchange","SAR"
"IGL","INDRAPRASTHA GAS","Versorger","Aktien","3.397.738,85","0,01","3.397.738,85","2.192.578,00","1,55","Indien","National Stock Exchange Of India","INR"
"1321","EAST PIPES INTEGRATED COMPANY FOR","Materialien","Aktien","3.384.201,20","0,01","3.384.201,20","60.914,00","55,56","Saudi-Arabien","Saudi Stock Exchange","SAR"
"CARBORUNIV","CARBORUNDUM UNIVERSAL LTD","Materialien","Aktien","3.381.746,88","0,01","3.381.746,88","299.406,00","11,29","Indien","National Stock Exchange Of India","INR"
"PGAS","PERUSAHAAN GAS NEGARA","Versorger","Aktien","3.376.980,83","0,01","3.376.980,83","40.072.000,00","0,08","Indonesien","Indonesia Stock Exchange","IDR"
"3090","NICHIDENBO CORP","IT","Aktien","3.377.401,40","0,01","3.377.401,40","673.000,00","5,02","Taiwan","Taiwan Stock Exchange","TWD"
"NUVAMA","NUVAMA WEALTH MANAGEMENT LTD","Finanzwesen","Aktien","3.364.739,36","0,01","3.364.739,36","191.303,00","17,59","Indien","National Stock Exchange Of India","INR"
"089970","VM INC","IT","Aktien","3.351.432,85","0,01","3.351.432,85","87.699,00","38,22","Korea","Korea Exchange (Kosdaq)","KRW"
"601229","BANK OF SHANGHAI LTD A","Finanzwesen","Aktien","3.354.214,41","0,01","3.354.214,41","2.345.152,00","1,43","China","Shanghai Stock Exchange","CNY"
"ITCHOTELS","ITC HOTELS LTD","Zyklische Konsumgüter ","Aktien","3.346.368,26","0,01","3.346.368,26","2.080.232,00","1,61","Indien","National Stock Exchange Of India","INR"
"300033","HITHINK ROYALFLUSH INFORMATION NET","Finanzwesen","Aktien","3.341.371,75","0,01","3.341.371,75","111.440,00","29,98","China","Shenzhen Stock Exchange","CNY"
"BOX","BOXER RETAIL LTD","Nichtzyklische Konsumgüter","Aktien","3.342.090,62","0,01","3.342.090,62","699.170,00","4,78","Südafrika","Johannesburg Stock Exchange","ZAR"
"GENTING","GENTING","Zyklische Konsumgüter ","Aktien","3.345.093,93","0,01","3.345.093,93","7.216.600,00","0,46","Malaysia","Bursa Malaysia","MYR"
"2367","UNITECH PRINTED CIRCUIT BOARD","IT","Aktien","3.338.918,90","0,01","3.338.918,90","2.618.772,00","1,27","Taiwan","Taiwan Stock Exchange","TWD"
"BUMI","BUMI RESOURCES","Energie","Aktien","3.333.600,08","0,01","3.333.600,08","292.762.700,00","0,01","Indonesien","Indonesia Stock Exchange","IDR"
"002281","ACCELINK TECHNOLOGIES LTD A","IT","Aktien","3.322.465,32","0,01","3.322.465,32","116.500,00","28,52","China","Shenzhen Stock Exchange","CNY"
"600886","SDIC POWER HOLDINGS LTD A","Versorger","Aktien","3.322.729,30","0,01","3.322.729,30","1.545.000,00","2,15","China","Shanghai Stock Exchange","CNY"
"KAYNES","KAYNES TECHNOLOGY INDIA LTD","IT","Aktien","3.319.247,64","0,01","3.319.247,64","90.466,00","36,69","Indien","National Stock Exchange Of India","INR"
"SUNDRMFAST","SUNDRAM FASTENERS LTD","Zyklische Konsumgüter ","Aktien","3.313.084,15","0,01","3.313.084,15","259.109,00","12,79","Indien","National Stock Exchange Of India","INR"
"6855","ASCENTAGE PHARMA GROUP INTERNATION","Gesundheitsversorgung","Aktien","3.315.756,88","0,01","3.315.756,88","868.300,00","3,82","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"AARTIIND","AARTI INDUSTRIES LTD","Materialien","Aktien","3.308.790,07","0,01","3.308.790,07","666.045,00","4,97","Indien","National Stock Exchange Of India","INR"
"SKFINDUS","SKF INDIA (INDUSTRIAL) LTD","Industrie","Aktien","3.312.076,51","0,01","3.312.076,51","108.068,00","30,65","Indien","National Stock Exchange Of India","INR"
"112610","CS WIND","Industrie","Aktien","3.312.872,00","0,01","3.312.872,00","88.706,00","37,35","Korea","Korea Exchange (Stock Market)","KRW"
"KLBF","KALBE FARMA","Gesundheitsversorgung","Aktien","3.304.086,25","0,01","3.304.086,25","75.631.600,00","0,04","Indonesien","Indonesia Stock Exchange","IDR"
"EGCO.R","ELECTRICITY GENERATING NON-VOTING","Versorger","Aktien","3.305.495,95","0,01","3.305.495,95","858.400,00","3,85","Thailand","Stock Exchange Of Thailand","THB"
"600160","ZHEJIANG JU HUA LTD A","Materialien","Aktien","3.305.590,75","0,01","3.305.590,75","633.800,00","5,22","China","Shanghai Stock Exchange","CNY"
"NBCC","NBCC INDIA LTD","Industrie","Aktien","3.306.833,10","0,01","3.306.833,10","3.862.770,00","0,86","Indien","National Stock Exchange Of India","INR"
"1681","CONSUN PHARMACEUTICAL GROUP LTD","Gesundheitsversorgung","Aktien","3.300.200,75","0,01","3.300.200,75","1.966.000,00","1,68","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2367","GIANT BIOGENE HOLDING LTD","Nichtzyklische Konsumgüter","Aktien","3.296.604,36","0,01","3.296.604,36","1.057.400,00","3,12","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"007390","NATURECELL LTD","Gesundheitsversorgung","Aktien","3.298.641,62","0,01","3.298.641,62","185.267,00","17,80","Korea","Korea Exchange (Kosdaq)","KRW"
"7200","AL MOAMMAR INFORMATION SYSTEMS","IT","Aktien","3.298.743,62","0,01","3.298.743,62","40.602,00","81,25","Saudi-Arabien","Saudi Stock Exchange","SAR"
"4004","DALLAH HEALTHCARE","Gesundheitsversorgung","Aktien","3.291.510,71","0,01","3.291.510,71","154.557,00","21,30","Saudi-Arabien","Saudi Stock Exchange","SAR"
"2252","SHANGHAI MICROPORT MEDBOT CLASS H","Gesundheitsversorgung","Aktien","3.286.744,88","0,01","3.286.744,88","1.217.500,00","2,70","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1907","YFY INC","Materialien","Aktien","3.280.997,41","0,01","3.280.997,41","3.552.000,00","0,92","Taiwan","Taiwan Stock Exchange","TWD"
"002001","ZHEJIANG NHU A","Materialien","Aktien","3.277.884,73","0,01","3.277.884,73","832.193,00","3,94","China","Shenzhen Stock Exchange","CNY"
"000938","UNISPLENDOUR CORP LTD A","IT","Aktien","3.279.491,24","0,01","3.279.491,24","670.396,00","4,89","China","Shenzhen Stock Exchange","CNY"
"096530","SEEGENE INC","Gesundheitsversorgung","Aktien","3.274.606,30","0,01","3.274.606,30","134.254,00","24,39","Korea","Korea Exchange (Kosdaq)","KRW"
"GODFRYPHLP","GODFREY PHILLIPS INDIA LTD","Nichtzyklische Konsumgüter","Aktien","3.274.791,69","0,01","3.274.791,69","161.696,00","20,25","Indien","National Stock Exchange Of India","INR"
"6682","PHANCY GROUP LTD H","IT","Aktien","3.267.965,82","0,01","3.267.965,82","990.700,00","3,30","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"301377","GUANGDONG DTECH TECHNOLOGY LTD A","Industrie","Aktien","3.268.617,45","0,01","3.268.617,45","54.900,00","59,54","China","Shenzhen Stock Exchange","CNY"
"ARVIND","ARVIND LTD","Zyklische Konsumgüter ","Aktien","3.269.810,32","0,01","3.269.810,32","579.205,00","5,65","Indien","National Stock Exchange Of India","INR"
"VIO","VIOHALCO SA","Materialien","Aktien","3.271.147,81","0,01","3.271.147,81","192.689,00","16,98","Griechenland","Athens Exchange S.A. Cash Market","EUR"
"2646","STARLUX AIRLINES LTD","Industrie","Aktien","3.263.373,32","0,01","3.263.373,32","5.138.000,00","0,64","Taiwan","Taiwan Stock Exchange","TWD"
"ORAS","ORASCOM CONSTRUCTION PLC","Industrie","Aktien","3.264.924,65","0,01","3.264.924,65","193.444,00","16,88","Ägypten","Egyptian Exchange","EGP"
"301526","CHONGQING POLYCOMP INTERNATIONAL C","Materialien","Aktien","3.260.002,36","0,01","3.260.002,36","679.674,00","4,80","China","Shenzhen Stock Exchange","CNY"
"601066","CHINA SECURITIES LTD A","Finanzwesen","Aktien","3.261.350,98","0,01","3.261.350,98","942.965,00","3,46","China","Shanghai Stock Exchange","CNY"
"6699","ANGELALIGN TECHNOLOGY","Gesundheitsversorgung","Aktien","3.253.405,39","0,01","3.253.405,39","289.400,00","11,24","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"001309","SHENZHEN TECHWINSEMI TECHNOLOGY LT","IT","Aktien","3.255.950,78","0,01","3.255.950,78","55.000,00","59,20","China","Shenzhen Stock Exchange","CNY"
"600795","GD POWER DEVELOPMENT LTD A","Versorger","Aktien","3.251.629,23","0,01","3.251.629,23","4.144.900,00","0,78","China","Shanghai Stock Exchange","CNY"
"AFFLE","AFFLE I LTD","Kommunikation","Aktien","3.252.288,78","0,01","3.252.288,78","201.874,00","16,11","Indien","National Stock Exchange Of India","INR"
"064760","TOKAI CARBON KOREA LTD","IT","Aktien","3.245.730,83","0,01","3.245.730,83","16.487,00","196,87","Korea","Korea Exchange (Kosdaq)","KRW"
"VGUARD","V GUARD INDUSTRIES LTD","Industrie","Aktien","3.239.666,67","0,01","3.239.666,67","941.407,00","3,44","Indien","National Stock Exchange Of India","INR"
"2498","HTC","IT","Aktien","3.234.746,33","0,01","3.234.746,33","2.588.000,00","1,25","Taiwan","Taiwan Stock Exchange","TWD"
"6414","ENNOCONN","IT","Aktien","3.236.061,26","0,01","3.236.061,26","277.722,00","11,65","Taiwan","Taiwan Stock Exchange","TWD"
"039200","OSCOTEC INC","Gesundheitsversorgung","Aktien","3.233.767,45","0,01","3.233.767,45","119.304,00","27,11","Korea","Korea Exchange (Kosdaq)","KRW"
"5904","POYA LTD","Zyklische Konsumgüter ","Aktien","3.234.158,36","0,01","3.234.158,36","1.420.290,00","2,28","Taiwan","Gretai Securities Market","TWD"
"600010","INNER MONGOLIA BAOTOU STEEL UNION","Materialien","Aktien","3.225.587,36","0,01","3.225.587,36","10.250.030,00","0,31","China","Shanghai Stock Exchange","CNY"
"6781","ADVANCED ENERGY SOLUTION HOLDING L","Industrie","Aktien","3.217.689,96","0,01","3.217.689,96","103.000,00","31,24","Taiwan","Taiwan Stock Exchange","TWD"
"600905","CHINA THREE GORGES RENEWABLES(GROU","Versorger","Aktien","3.211.670,24","0,01","3.211.670,24","5.932.300,00","0,54","China","Shanghai Stock Exchange","CNY"
"2357","AVICHINA INDUSTRY & TECHNOLOGY LTD","Industrie","Aktien","3.213.560,38","0,01","3.213.560,38","8.909.000,00","0,36","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"FSL","FIRSTSOURCE SOLUTIONS LTD","Industrie","Aktien","3.206.848,02","0,01","3.206.848,02","1.126.536,00","2,85","Indien","National Stock Exchange Of India","INR"
"000568","LUZHOU LAO JIAO LTD A","Nichtzyklische Konsumgüter","Aktien","3.209.022,37","0,01","3.209.022,37","300.300,00","10,69","China","Shenzhen Stock Exchange","CNY"
"GPSC.R","GLOBAL POWER SYNERGY NON-VOTING DR","Versorger","Aktien","3.210.642,04","0,01","3.210.642,04","2.220.500,00","1,45","Thailand","Stock Exchange Of Thailand","THB"
"2350","SAUDI KAYAN PETROCHEMICAL","Materialien","Aktien","3.199.711,05","0,01","3.199.711,05","2.384.864,00","1,34","Saudi-Arabien","Saudi Stock Exchange","SAR"
"8932","WISELINK LTD","Zyklische Konsumgüter ","Aktien","3.200.222,16","0,01","3.200.222,16","1.145.130,00","2,79","Taiwan","Gretai Securities Market","TWD"
"IRPC.R","IRPC NON-VOTING DR","Energie","Aktien","3.202.055,80","0,01","3.202.055,80","38.997.300,00","0,08","Thailand","Stock Exchange Of Thailand","THB"
"QFIN","QFIN HOLDINGS ADR","Finanzwesen","Aktien","3.189.842,78","0,01","3.189.842,78","384.782,00","8,29","China","NASDAQ","USD"
"TCAP.R","THANACHART CAPITAL NON-VOTING DR P","Finanzwesen","Aktien","3.190.662,27","0,01","3.190.662,27","1.282.800,00","2,49","Thailand","Stock Exchange Of Thailand","THB"
"081660","MISTO HOLDINGS CORP","Zyklische Konsumgüter ","Aktien","3.190.785,80","0,01","3.190.785,80","113.916,00","28,01","Korea","Korea Exchange (Stock Market)","KRW"
"JUBLPHARMA","JUBILANT PHARMOVA LTD","Gesundheitsversorgung","Aktien","3.192.681,65","0,01","3.192.681,65","302.636,00","10,55","Indien","National Stock Exchange Of India","INR"
"772","CHINA LITERATURE LTD","Kommunikation","Aktien","3.185.149,10","0,01","3.185.149,10","1.321.500,00","2,41","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"301217","ANHUI TONGGUAN COPPER FOIL GROUP L","Materialien","Aktien","3.186.181,95","0,01","3.186.181,95","191.000,00","16,68","China","Shenzhen Stock Exchange","CNY"
"NATCOPHARM","NATCO PHARMA LTD","Gesundheitsversorgung","Aktien","3.182.055,38","0,01","3.182.055,38","373.087,00","8,53","Indien","National Stock Exchange Of India","INR"
"URC","UNIVERSAL ROBINA CORP","Nichtzyklische Konsumgüter","Aktien","3.183.264,84","0,01","3.183.264,84","3.443.140,00","0,92","Philippinen","Philippine Stock Exchange Inc.","PHP"
"ELGIEQUIP","ELGI EQUIPMENTS LTD","Industrie","Aktien","3.178.566,68","0,01","3.178.566,68","513.979,00","6,18","Indien","National Stock Exchange Of India","INR"
"004800","HYOSUNG","Industrie","Aktien","3.172.922,23","0,01","3.172.922,23","27.746,00","114,36","Korea","Korea Exchange (Stock Market)","KRW"
"PSSA3","PORTO SEGURO SA","Finanzwesen","Aktien","3.165.858,40","0,01","3.165.858,40","330.362,00","9,58","Brasilien","XBSP","BRL"
"095610","TES LTD","IT","Aktien","3.168.840,59","0,01","3.168.840,59","32.122,00","98,65","Korea","Korea Exchange (Kosdaq)","KRW"
"CZK","CZK CASH","Cash und/oder Derivate","Geldmarkt","3.163.305,88","0,01","3.163.305,88","66.975.726,00","4,72","Tschechien","-","CZK"
"603501","OMNIVISION INTEGRATED CIRCUITS GRO","IT","Aktien","3.161.286,16","0,01","3.161.286,16","269.606,00","11,73","China","Shanghai Stock Exchange","CNY"
"002230","IFLYTEK LTD A","IT","Aktien","3.162.423,86","0,01","3.162.423,86","553.053,00","5,72","China","Shenzhen Stock Exchange","CNY"
"1952","EVEREST MEDICINES","Gesundheitsversorgung","Aktien","3.157.516,59","0,01","3.157.516,59","940.500,00","3,36","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"PTRO","PETROSEA","Materialien","Aktien","3.152.676,16","0,01","3.152.676,16","10.503.000,00","0,30","Indonesien","Indonesia Stock Exchange","IDR"
"600111","CHINA NORTHERN RARE EARTH (GROUP)","Materialien","Aktien","3.146.564,05","0,01","3.146.564,05","574.400,00","5,48","China","Shanghai Stock Exchange","CNY"
"CENTEL.R","CENTRAL PLAZA HOTEL NON-VOTING DR","Zyklische Konsumgüter ","Aktien","3.135.981,42","0,01","3.135.981,42","2.419.600,00","1,30","Thailand","Stock Exchange Of Thailand","THB"
"004170","SHINSEGAE INC","Zyklische Konsumgüter ","Aktien","3.131.646,94","0,01","3.131.646,94","12.240,00","255,85","Korea","Korea Exchange (Stock Market)","KRW"
"383220","F&F LTD","Zyklische Konsumgüter ","Aktien","3.124.823,07","0,01","3.124.823,07","62.662,00","49,87","Korea","Korea Exchange (Stock Market)","KRW"
"JINDALSAW","JINDAL SAW LTD","Materialien","Aktien","3.116.349,17","0,01","3.116.349,17","1.026.699,00","3,04","Indien","National Stock Exchange Of India","INR"
"PVRINOX","PVR INOX LTD","Kommunikation","Aktien","3.112.491,90","0,01","3.112.491,90","234.623,00","13,27","Indien","National Stock Exchange Of India","INR"
"IGTI11","IGUATEMI UNIT SA","Immobilien","Aktien","3.112.741,73","0,01","3.112.741,73","627.789,00","4,96","Brasilien","XBSP","BRL"
"080220","JEJU SEMICONDUCTOR CORP","IT","Aktien","3.108.057,40","0,01","3.108.057,40","59.231,00","52,47","Korea","Korea Exchange (Kosdaq)","KRW"
"TATAINVEST","TATA INVESTMENT CORPORATION LTD","Finanzwesen","Aktien","3.095.912,19","0,01","3.095.912,19","412.921,00","7,50","Indien","National Stock Exchange Of India","INR"
"9899","NETEASE CLOUD MUSIC INC","Kommunikation","Aktien","3.095.969,10","0,01","3.095.969,10","286.100,00","10,82","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1164","CGN MINING COMPANY LTD","Energie","Aktien","3.096.177,50","0,01","3.096.177,50","11.595.000,00","0,27","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"600089","TBEA LTD A","Industrie","Aktien","3.099.690,77","0,01","3.099.690,77","1.160.437,00","2,67","China","Shanghai Stock Exchange","CNY"
"000630","TONGLING NONFERROUS METALS GROUP L","Materialien","Aktien","3.091.306,36","0,01","3.091.306,36","3.443.058,00","0,90","China","Shenzhen Stock Exchange","CNY"
"3035","FARADAY TECHNOLOGY","IT","Aktien","3.090.663,15","0,01","3.090.663,15","550.492,00","5,61","Taiwan","Taiwan Stock Exchange","TWD"
"011170","LOTTE CHEMICAL","Materialien","Aktien","3.084.077,52","0,01","3.084.077,52","68.617,00","44,95","Korea","Korea Exchange (Stock Market)","KRW"
"HUF","HUF CASH","Cash und/oder Derivate","Geldmarkt","3.078.269,55","0,01","3.078.269,55","972.444.896,00","0,32","Ungarn","-","HUF"
"DEEPAKNTR","DEEPAK NITRITE LTD","Materialien","Aktien","3.080.245,80","0,01","3.080.245,80","184.142,00","16,73","Indien","National Stock Exchange Of India","INR"
"BELRISE","BELRISE INDUSTRIES LTD","Zyklische Konsumgüter ","Aktien","3.080.753,19","0,01","3.080.753,19","1.288.572,00","2,39","Indien","National Stock Exchange Of India","INR"
"008770","HOTEL SHILLA LTDINARY SHARES KOREA","Zyklische Konsumgüter ","Aktien","3.071.911,95","0,01","3.071.911,95","104.411,00","29,42","Korea","Korea Exchange (Stock Market)","KRW"
"9939","TAIWAN HON CHUAN ENTERPRISE","Materialien","Aktien","3.072.486,91","0,01","3.072.486,91","774.376,00","3,97","Taiwan","Taiwan Stock Exchange","TWD"
"000301","JIANGSU EASTERN SHENGHONG LTD A","Materialien","Aktien","3.065.284,11","0,01","3.065.284,11","1.531.500,00","2,00","China","Shenzhen Stock Exchange","CNY"
"1199","COSCO SHIPPING PORTS LTD","Industrie","Aktien","3.067.025,68","0,01","3.067.025,68","4.034.000,00","0,76","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"601868","CHINA ENERGY ENGINEERING CORP LTD","Industrie","Aktien","3.045.381,05","0,01","3.045.381,05","8.334.400,00","0,37","China","Shanghai Stock Exchange","CNY"
"214150","CLASSYS INC","Gesundheitsversorgung","Aktien","3.040.929,22","0,01","3.040.929,22","133.593,00","22,76","Korea","Korea Exchange (Kosdaq)","KRW"
"600346","HENGLI PETROCHEMICAL LTD A","Materialien","Aktien","3.043.186,57","0,01","3.043.186,57","1.245.700,00","2,44","China","Shanghai Stock Exchange","CNY"
"031980","PSK HOLDINGS INC","IT","Aktien","3.044.703,43","0,01","3.044.703,43","25.205,00","120,80","Korea","Korea Exchange (Kosdaq)","KRW"
"INKP","INDAH KIAT PULP & PAPER","Materialien","Aktien","3.035.971,46","0,01","3.035.971,46","6.172.852,00","0,49","Indonesien","Indonesia Stock Exchange","IDR"
"2050","SAVOLA GROUP","Nichtzyklische Konsumgüter","Aktien","3.037.716,45","0,01","3.037.716,45","442.637,00","6,86","Saudi-Arabien","Saudi Stock Exchange","SAR"
