Fondsposition per,"17.Sept.2026"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"KBCA","KBC ANCORA NV","Finanzwesen","Aktien","2.760.133,60","0,03","2.760.133,60","28.993,00","95,20","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"AKER","AKER","Industrie","Aktien","2.756.610,89","0,03","2.756.610,89","18.758,00","146,96","Norwegen","Oslo Bors Asa","NOK"
"MANTA","MANDATUM","Finanzwesen","Aktien","2.730.211,36","0,03","2.730.211,36","436.136,00","6,26","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"ENT","ENTAIN PLC","Zyklische Konsumgüter ","Aktien","2.702.382,23","0,03","2.702.382,23","462.520,00","5,84","Vereinigtes Königreich","London Stock Exchange","GBP"
"OCTV SDB","OCTAVE INTELLIGENCE SDR PLC","IT","Aktien","2.690.156,60","0,03","2.690.156,60","167.437,00","16,07","Schweden","Nasdaq Omx Nordic","SEK"
"ALLN","ALLREAL HOLDING AG","Immobilien","Aktien","2.685.994,56","0,03","2.685.994,56","12.953,00","207,36","Schweiz","SIX Swiss Exchange","CHF"
"VK","VALLOUREC SA","Energie","Aktien","2.674.108,45","0,03","2.674.108,45","140.410,00","19,05","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"BIM","BIOMERIEUX SA","Gesundheitsversorgung","Aktien","2.668.925,70","0,03","2.668.925,70","37.017,00","72,10","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"CPR","DAVIDE CAMPARI MILANO NV","Nichtzyklische Konsumgüter","Aktien","2.660.237,42","0,03","2.660.237,42","448.758,00","5,93","Italien","Borsa Italiana","EUR"
"ALK B","ALK-ABELLO CLASS B","Gesundheitsversorgung","Aktien","2.644.976,66","0,03","2.644.976,66","99.357,00","26,62","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"JMAT","JOHNSON MATTHEY PLC","Materialien","Aktien","2.641.426,66","0,03","2.641.426,66","95.954,00","27,53","Vereinigtes Königreich","London Stock Exchange","GBP"
"ING","ING BANK SLASKI SA","Finanzwesen","Aktien","2.632.735,44","0,03","2.632.735,44","25.468,00","103,37","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"SRP","SERCO GROUP PLC","Industrie","Aktien","2.617.579,16","0,02","2.617.579,16","863.373,00","3,03","Vereinigtes Königreich","London Stock Exchange","GBP"
"CVC","CVC CAPITAL PARTNERS PLC","Finanzwesen","Aktien","2.616.009,42","0,02","2.616.009,42","200.307,00","13,06","Niederlande","Euronext Amsterdam","EUR"
"LOOMIS","LOOMIS CLASS B","Industrie","Aktien","2.613.377,96","0,02","2.613.377,96","53.428,00","48,91","Schweden","Nasdaq Omx Nordic","SEK"
"R3NK","RENK GROUP AG","Industrie","Aktien","2.589.423,76","0,02","2.589.423,76","64.679,00","40,03","Deutschland","Xetra","EUR"
"BFT","BENEFIT SYSTEMS","Industrie","Aktien","2.582.773,78","0,02","2.582.773,78","2.213,00","1.167,09","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"TW.","TAYLOR WIMPEY PLC","Zyklische Konsumgüter ","Aktien","2.550.122,21","0,02","2.550.122,21","2.708.878,00","0,94","Vereinigtes Königreich","London Stock Exchange","GBP"
"EVD","CTS EVENTIM AG","Kommunikation","Aktien","2.544.214,35","0,02","2.544.214,35","45.473,00","55,95","Deutschland","Xetra","EUR"
"FR","VALEO","Zyklische Konsumgüter ","Aktien","2.530.271,52","0,02","2.530.271,52","163.296,00","15,49","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"SAGA B","SAGAX CLASS B","Immobilien","Aktien","2.513.230,70","0,02","2.513.230,70","169.679,00","14,81","Schweden","Nasdaq Omx Nordic","SEK"
"BZU","BUZZI","Materialien","Aktien","2.487.410,55","0,02","2.487.410,55","65.235,00","38,13","Italien","Borsa Italiana","EUR"
"AAK","AAK","Nichtzyklische Konsumgüter","Aktien","2.482.733,46","0,02","2.482.733,46","141.950,00","17,49","Schweden","Nasdaq Omx Nordic","SEK"
"ARCAD","ARCADIS NV","Industrie","Aktien","2.483.136,60","0,02","2.483.136,60","57.855,00","42,92","Niederlande","Euronext Amsterdam","EUR"
"FNTN","FREENET AG","Kommunikation","Aktien","2.453.098,30","0,02","2.453.098,30","97.733,00","25,10","Deutschland","Xetra","EUR"
"MIL","BANK MILLENNIUM SA","Finanzwesen","Aktien","2.445.814,19","0,02","2.445.814,19","474.038,00","5,16","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"RUI","RUBIS","Versorger","Aktien","2.442.812,20","0,02","2.442.812,20","67.481,00","36,20","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"HER","HERA","Versorger","Aktien","2.436.278,40","0,02","2.436.278,40","656.325,00","3,71","Italien","Borsa Italiana","EUR"
"KGX","KION GROUP AG","Industrie","Aktien","2.411.758,03","0,02","2.411.758,03","57.739,00","41,77","Deutschland","Xetra","EUR"
"PIRC","PIRELLI & C","Zyklische Konsumgüter ","Aktien","2.392.900,28","0,02","2.392.900,28","374.183,00","6,39","Italien","Borsa Italiana","EUR"
"HUH1V","HUHTAMAKI","Materialien","Aktien","2.374.231,20","0,02","2.374.231,20","77.640,00","30,58","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"ACP","ASSECO POLAND SA","IT","Aktien","2.372.486,72","0,02","2.372.486,72","45.698,00","51,92","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"RAA","RATIONAL AG","Industrie","Aktien","2.362.479,00","0,02","2.362.479,00","4.123,00","573,00","Deutschland","Xetra","EUR"
"ITV","ITV PLC","Kommunikation","Aktien","2.356.742,80","0,02","2.356.742,80","2.912.790,00","0,81","Vereinigtes Königreich","London Stock Exchange","GBP"
"QQ.","QINETIQ GROUP PLC","Industrie","Aktien","2.350.304,06","0,02","2.350.304,06","408.437,00","5,75","Vereinigtes Königreich","London Stock Exchange","GBP"
"SFZN","SIEGFRIED HOLDING AG","Gesundheitsversorgung","Aktien","2.338.161,36","0,02","2.338.161,36","29.815,00","78,42","Schweiz","SIX Swiss Exchange","CHF"
"IP","INTERPUMP GROUP","Industrie","Aktien","2.336.820,48","0,02","2.336.820,48","66.996,00","34,88","Italien","Borsa Italiana","EUR"
"HUBN","HUBER & SUHNER AG","Industrie","Aktien","2.335.072,03","0,02","2.335.072,03","12.875,00","181,36","Schweiz","SIX Swiss Exchange","CHF"
"CWK","CRANSWICK PLC","Nichtzyklische Konsumgüter","Aktien","2.327.772,04","0,02","2.327.772,04","39.109,00","59,52","Vereinigtes Königreich","London Stock Exchange","GBP"
"BALD B","FASTIGHETS BALDER CLASS B","Immobilien","Aktien","2.318.257,15","0,02","2.318.257,15","517.381,00","4,48","Schweden","Nasdaq Omx Nordic","SEK"
"TCAP","TP ICAP GROUP PLC","Finanzwesen","Aktien","2.302.976,20","0,02","2.302.976,20","606.568,00","3,80","Vereinigtes Königreich","London Stock Exchange","GBP"
"GRF","GRIFOLS CLASS A","Gesundheitsversorgung","Aktien","2.297.019,59","0,02","2.297.019,59","236.611,00","9,71","Spanien","Bolsa De Madrid","EUR"
"AAF","AIRTEL AFRICA PLC","Kommunikation","Aktien","2.279.683,88","0,02","2.279.683,88","549.920,00","4,15","Vereinigtes Königreich","London Stock Exchange","GBP"
"PLUS","PLUS500","Finanzwesen","Aktien","2.274.210,40","0,02","2.274.210,40","55.767,00","40,78","Vereinigtes Königreich","London Stock Exchange","GBP"
"ACX","ACERINOX","Materialien","Aktien","2.270.776,85","0,02","2.270.776,85","128.365,00","17,69","Spanien","Bolsa De Madrid","EUR"
"BAMNB","BAM GROEP KONINKLIJKE NV","Industrie","Aktien","2.254.660,50","0,02","2.254.660,50","191.886,00","11,75","Niederlande","Euronext Amsterdam","EUR"
"ADP","AEROPORTS DE PARIS SA","Industrie","Aktien","2.251.503,10","0,02","2.251.503,10","20.713,00","108,70","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"TUI1","TUI N AG","Zyklische Konsumgüter ","Aktien","2.233.197,26","0,02","2.233.197,26","337.647,00","6,61","Vereinigtes Königreich","Xetra","EUR"
"BC8","BECHTLE AG","IT","Aktien","2.191.222,88","0,02","2.191.222,88","65.527,00","33,44","Deutschland","Xetra","EUR"
"VSURE","VERISURE PLC","Industrie","Aktien","2.188.999,95","0,02","2.188.999,95","244.581,00","8,95","Schweden","Nasdaq Omx Nordic","EUR"
"SBNOR","SPAREBANKEN NORGE","Finanzwesen","Aktien","2.184.141,98","0,02","2.184.141,98","111.944,00","19,51","Norwegen","Oslo Bors Asa","NOK"
"NOD","NORDIC SEMICONDUCTOR","IT","Aktien","2.178.473,48","0,02","2.178.473,48","132.416,00","16,45","Norwegen","Oslo Bors Asa","NOK"
"BC","BRUNELLO CUCINELLI","Zyklische Konsumgüter ","Aktien","2.175.558,00","0,02","2.175.558,00","27.700,00","78,54","Italien","Borsa Italiana","EUR"
"SUNN","SUNRISE N CLASS A LTD","Kommunikation","Aktien","2.170.459,04","0,02","2.170.459,04","49.247,00","44,07","Schweiz","SIX Swiss Exchange","CHF"
"HIK","HIKMA PHARMACEUTICALS PLC","Gesundheitsversorgung","Aktien","2.162.210,38","0,02","2.162.210,38","116.539,00","18,55","Vereinigtes Königreich","London Stock Exchange","GBP"
"TBCG","TBC BANK GROUP PLC","Finanzwesen","Aktien","2.140.181,15","0,02","2.140.181,15","35.644,00","60,04","Vereinigtes Königreich","London Stock Exchange","GBP"
"REY","REPLY","IT","Aktien","2.135.523,60","0,02","2.135.523,60","18.378,00","116,20","Italien","Borsa Italiana","EUR"
"NEXI","NEXI","Finanzwesen","Aktien","2.134.478,93","0,02","2.134.478,93","508.815,00","4,20","Italien","Borsa Italiana","EUR"
"PNN","PENNON GROUP PLC","Versorger","Aktien","2.128.830,20","0,02","2.128.830,20","395.860,00","5,38","Vereinigtes Königreich","London Stock Exchange","GBP"
"MTO","MITIE GROUP PLC","Industrie","Aktien","2.125.876,09","0,02","2.125.876,09","868.332,00","2,45","Vereinigtes Königreich","London Stock Exchange","GBP"
"IFCN","INFICON HOLDING AG","IT","Aktien","2.113.787,93","0,02","2.113.787,93","12.300,00","171,85","Schweiz","SIX Swiss Exchange","CHF"
"BKW","BKW N AG","Versorger","Aktien","2.106.382,73","0,02","2.106.382,73","15.855,00","132,85","Schweiz","SIX Swiss Exchange","CHF"
"BWY","BELLWAY PLC","Zyklische Konsumgüter ","Aktien","2.100.100,78","0,02","2.100.100,78","85.699,00","24,51","Vereinigtes Königreich","London Stock Exchange","GBP"
"ALLFG","ALLFUNDS GROUP PLC","Finanzwesen","Aktien","2.072.026,95","0,02","2.072.026,95","225.834,00","9,18","Niederlande","Euronext Amsterdam","EUR"
"BOL","BOLLORE","Energie","Aktien","2.051.477,85","0,02","2.051.477,85","557.164,00","3,68","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"TGS","TGS NOPEC GEOPHYSICAL","Energie","Aktien","2.050.213,83","0,02","2.050.213,83","153.511,00","13,36","Norwegen","Oslo Bors Asa","NOK"
"SDF","K+S N AG","Materialien","Aktien","2.046.941,81","0,02","2.046.941,81","123.533,00","16,57","Deutschland","Xetra","EUR"
"IVG","IVECO GROUP NV","Industrie","Aktien","2.044.048,80","0,02","2.044.048,80","144.968,00","14,10","Italien","Borsa Italiana","EUR"
"VPK","KONINKLIJKE VOPAK","Energie","Aktien","2.038.977,22","0,02","2.038.977,22","42.461,00","48,02","Niederlande","Euronext Amsterdam","EUR"
"UTG","UNITE GROUP PLC","Immobilien","Aktien","2.039.338,62","0,02","2.039.338,62","370.411,00","5,51","Vereinigtes Königreich","London Stock Exchange","GBP"
"VZN","VZ HOLDING AG","Finanzwesen","Aktien","2.038.791,67","0,02","2.038.791,67","11.748,00","173,54","Schweiz","SIX Swiss Exchange","CHF"
"SUN","SULZER AG","Industrie","Aktien","2.021.519,95","0,02","2.021.519,95","12.941,00","156,21","Schweiz","SIX Swiss Exchange","CHF"
"DLG","DELONGHI","Zyklische Konsumgüter ","Aktien","2.010.826,50","0,02","2.010.826,50","50.907,00","39,50","Italien","Borsa Italiana","EUR"
"FDJU","FDJ UNITED","Zyklische Konsumgüter ","Aktien","2.000.532,12","0,02","2.000.532,12","90.236,00","22,17","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"MOBN","MOBIMO HOLDING AG","Immobilien","Aktien","1.995.287,79","0,02","1.995.287,79","5.512,00","361,99","Schweiz","SIX Swiss Exchange","CHF"
"COTN","COMET HOLDING AG","IT","Aktien","1.989.834,16","0,02","1.989.834,16","5.620,00","354,06","Schweiz","SIX Swiss Exchange","CHF"
"AG1","AUTO1 GROUP","Zyklische Konsumgüter ","Aktien","1.981.610,82","0,02","1.981.610,82","106.883,00","18,54","Deutschland","Xetra","EUR"
"LATO B","LATOUR INVESTMENT CLASS B","Industrie","Aktien","1.977.420,74","0,02","1.977.420,74","107.240,00","18,44","Schweden","Nasdaq Omx Nordic","SEK"
"FPE3","FUCHS PREF","Materialien","Aktien","1.975.528,80","0,02","1.975.528,80","47.880,00","41,26","Deutschland","Xetra","EUR"
"COV","COVIVIO SA","Immobilien","Aktien","1.962.289,04","0,02","1.962.289,04","40.813,00","48,08","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"VATN","VALIANT HOLDING AG","Finanzwesen","Aktien","1.958.954,37","0,02","1.958.954,37","12.291,00","159,38","Schweiz","SIX Swiss Exchange","CHF"
"RBREW","ROYAL UNIBREW","Nichtzyklische Konsumgüter","Aktien","1.955.470,23","0,02","1.955.470,23","34.954,00","55,94","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"FTK","FLATEXDEGIRO N","Finanzwesen","Aktien","1.948.620,00","0,02","1.948.620,00","64.954,00","30,00","Deutschland","Xetra","EUR"
"KMAR","KONGSBERG MARITIME","Industrie","Aktien","1.938.741,56","0,02","1.938.741,56","346.486,00","5,60","Norwegen","Oslo Bors Asa","NOK"
"CMBN","CEMBRA MONEY BANK AG","Finanzwesen","Aktien","1.934.574,12","0,02","1.934.574,12","20.991,00","92,16","Schweiz","SIX Swiss Exchange","CHF"
"SCYR","SACYR","Industrie","Aktien","1.924.774,06","0,02","1.924.774,06","461.798,00","4,17","Spanien","Bolsa De Madrid","EUR"
"SWEC B","SWECO CLASS B","Industrie","Aktien","1.917.008,67","0,02","1.917.008,67","168.728,00","11,36","Schweden","Nasdaq Omx Nordic","SEK"
"CSG","CSG CLASS A NV","Industrie","Aktien","1.879.263,04","0,02","1.879.263,04","116.826,00","16,09","Niederlande","Euronext Amsterdam","EUR"
"USD","USD CASH","Cash und/oder Derivate","Geldmarkt","1.877.417,23","0,02","1.877.417,23","2.156.401,00","87,06","Vereinigte Staaten","-","USD"
"HOLM B","HOLMEN CLASS B","Materialien","Aktien","1.876.401,12","0,02","1.876.401,12","65.056,00","28,84","Schweden","Nasdaq Omx Nordic","SEK"
"VIS","VISCOFAN SA","Nichtzyklische Konsumgüter","Aktien","1.870.357,10","0,02","1.870.357,10","34.193,00","54,70","Spanien","Bolsa De Madrid","EUR"
"HIAB","HIAB CORPORATION CLASS B","Industrie","Aktien","1.851.534,45","0,02","1.851.534,45","29.181,00","63,45","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"PHP","PRIMARY HEALTH PROPERTIES REIT PLC","Immobilien","Aktien","1.835.876,78","0,02","1.835.876,78","1.681.838,00","1,09","Vereinigtes Königreich","London Stock Exchange","GBP"
"QLT","QUILTER PLC","Finanzwesen","Aktien","1.833.520,18","0,02","1.833.520,18","854.398,00","2,15","Vereinigtes Königreich","London Stock Exchange","GBP"
"SHC","SHAFTESBURY CAPITAL PLC","Immobilien","Aktien","1.830.698,53","0,02","1.830.698,53","1.134.576,00","1,61","Vereinigtes Königreich","London Stock Exchange","GBP"
"SFSN","SFS GROUP AG","Industrie","Aktien","1.823.293,49","0,02","1.823.293,49","13.010,00","140,15","Schweiz","SIX Swiss Exchange","CHF"
"TEG","TAG IMMOBILIEN AG","Immobilien","Aktien","1.821.883,33","0,02","1.821.883,33","158.839,00","11,47","Deutschland","Xetra","EUR"
"TOM","TOMRA SYSTEMS","Industrie","Aktien","1.820.630,05","0,02","1.820.630,05","214.813,00","8,48","Norwegen","Oslo Bors Asa","NOK"
"ZEAL","ZEALAND PHARMA","Gesundheitsversorgung","Aktien","1.811.845,26","0,02","1.811.845,26","47.876,00","37,84","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"BPT","BRIDGEPOINT GROUP PLC","Finanzwesen","Aktien","1.799.611,33","0,02","1.799.611,33","511.245,00","3,52","Vereinigtes Königreich","London Stock Exchange","GBP"
"PAF","PAN AFRICAN RESOURCES PLC","Materialien","Aktien","1.789.893,76","0,02","1.789.893,76","1.211.401,00","1,48","Vereinigtes Königreich","London Stock Exchange","GBP"
"TPE","TAURON POLSKA ENERGIA","Versorger","Aktien","1.761.116,01","0,02","1.761.116,01","833.133,00","2,11","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"ROCK B","ROCKWOOL CLASS B","Industrie","Aktien","1.759.146,87","0,02","1.759.146,87","71.159,00","24,72","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"WIE","WIENERBERGER AG","Materialien","Aktien","1.755.795,25","0,02","1.755.795,25","97.925,00","17,93","Österreich","Wiener Boerse Ag","EUR"
"PUM","PUMA","Zyklische Konsumgüter ","Aktien","1.750.716,00","0,02","1.750.716,00","79.578,00","22,00","Deutschland","Xetra","EUR"
"SOP","SOPRA STERIA GROUP","IT","Aktien","1.734.512,00","0,02","1.734.512,00","10.760,00","161,20","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"DKSH","DKSH HOLDING AG","Industrie","Aktien","1.718.397,72","0,02","1.718.397,72","24.747,00","69,44","Schweiz","SIX Swiss Exchange","CHF"
"PUIG","PUIG BRANDS SA CLASS B","Nichtzyklische Konsumgüter","Aktien","1.703.972,76","0,02","1.703.972,76","101.066,00","16,86","Spanien","Bolsa De Madrid","EUR"
"JD.","JD SPORTS FASHION PLC","Zyklische Konsumgüter ","Aktien","1.671.978,09","0,02","1.671.978,09","1.884.510,00","0,89","Vereinigtes Königreich","London Stock Exchange","GBP"
"AXFO","AXFOOD","Nichtzyklische Konsumgüter","Aktien","1.660.022,62","0,02","1.660.022,62","74.568,00","22,26","Schweden","Nasdaq Omx Nordic","SEK"
"CHF","CHF CASH","Cash und/oder Derivate","Geldmarkt","1.642.990,92","0,02","1.642.990,92","1.554.531,00","105,69","Schweiz","-","CHF"
"KTY","GRUPA KETY","Materialien","Aktien","1.612.019,32","0,02","1.612.019,32","5.561,00","289,88","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"FRA","FRAPORT AG","Industrie","Aktien","1.606.573,15","0,02","1.606.573,15","26.533,00","60,55","Deutschland","Xetra","EUR"
"HOC","HOCHSCHILD MINING PLC","Materialien","Aktien","1.602.651,57","0,02","1.602.651,57","228.817,00","7,00","Vereinigtes Königreich","London Stock Exchange","GBP"
"KEMIRA","KEMIRA","Materialien","Aktien","1.561.829,65","0,01","1.561.829,65","90.019,00","17,35","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"DLN","DERWENT LONDON REIT PLC","Immobilien","Aktien","1.560.378,04","0,01","1.560.378,04","72.281,00","21,59","Vereinigtes Königreich","London Stock Exchange","GBP"
"LIGHT","SIGNIFY","Industrie","Aktien","1.509.189,12","0,01","1.509.189,12","101.424,00","14,88","Niederlande","Euronext Amsterdam","EUR"
"AMV0","AUMOVIO N","Zyklische Konsumgüter ","Aktien","1.503.450,00","0,01","1.503.450,00","40.092,00","37,50","Deutschland","Xetra","EUR"
"THULE","THULE GROUP","Zyklische Konsumgüter ","Aktien","1.497.069,19","0,01","1.497.069,19","84.144,00","17,79","Schweden","Nasdaq Omx Nordic","SEK"
"BUCN","BUCHER INDUSTRIES AG","Industrie","Aktien","1.465.630,65","0,01","1.465.630,65","4.320,00","339,27","Schweiz","SIX Swiss Exchange","CHF"
"GBF","BILFINGER","Industrie","Aktien","1.436.744,80","0,01","1.436.744,80","24.208,00","59,35","Deutschland","Xetra","EUR"
"BAKKA","BAKKAFROST","Nichtzyklische Konsumgüter","Aktien","1.383.500,76","0,01","1.383.500,76","34.586,00","40,00","Norwegen","Oslo Bors Asa","NOK"
"WIHL","WIHLBORGS FASTIGHETER","Immobilien","Aktien","1.276.549,88","0,01","1.276.549,88","189.381,00","6,74","Schweden","Nasdaq Omx Nordic","SEK"
"SESG","SES SA FDR","Kommunikation","Aktien","1.224.001,68","0,01","1.224.001,68","248.882,00","4,92","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"PLN","PLN CASH","Cash und/oder Derivate","Geldmarkt","803.550,40","0,01","803.550,40","3.501.057,00","22,95","Polen","-","PLN"
"SEK","SEK CASH","Cash und/oder Derivate","Geldmarkt","554.068,74","0,01","554.068,74","6.247.063,00","8,87","Schweden","-","SEK"
"DKK","DKK CASH","Cash und/oder Derivate","Geldmarkt","386.427,73","0,00","386.427,73","2.888.670,00","13,38","Dänemark","-","DKK"
"NOK","NOK CASH","Cash und/oder Derivate","Geldmarkt","316.005,11","0,00","316.005,11","3.419.025,00","9,24","Norwegen","-","NOK"
"GBP","GBP/EUR","Cash und/oder Derivate","FX","5.131,22","0,00","5.131,22","-1.535.905,00","1,00","Europäische Union","-","EUR"
"ETD_EUR","ETD EUR BALANCE WITH R84910","Cash und/oder Derivate","Geldmarkt","0,00","0,00","0,00","0,00","100,00","Europäische Union","-","EUR"
"AUD","AUD CASH","Cash und/oder Derivate","Geldmarkt","6,98","0,00","6,98","11,00","61,92","Australien","-","AUD"
"SXOZ6","STOXX EUROPE 600 DEC 26","Cash und/oder Derivate","Futures","0,00","0,00","54.593.935,00","1.691,00","645,70","Europäische Union","Eurex Deutschland","EUR"
 
